epoch,split,loss,bce_loss,dice_loss,iou
1,train,0.7548200283199549,0.5024270983412862,0.5047858748584986,0.851791032589972
1,val,0.6765277907252312,0.4533666390925646,0.44632231444120407,0.863694816827774
