epoch,split,loss,bce_loss,dice_loss,iou
1,train,0.916458249092102,0.6359648108482361,0.5609869360923767,0.819568395614624
1,val,0.9165849089622498,0.6321549415588379,0.5688599348068237,0.8727573752403259
